Property_ID,Micro_Market,Project_Name,Developer_Name,Unit_Size_Sqft,Configuration,Ticket_Price_Cr,Transaction_Type,Buyer_Type,Purchase_Quarter,Connectivity_Score,Amenity_Score,Possession_Status,Sales_Channel,NRI_Buyer,Locality_Infra_Score,Avg_Traffic_Time_Min,Buyer_Comments,Price_per_Sqft,Quarter_Number,Booking_Flag,Booking_Conversion_Helper
PROP053626,INDIRANAGAR,Project_125,SNN Raj,4263.0,4BHK,10.27,Secondary,Other,2024-06-30,4.248144694,8.715837938,Under construction,Broker,yes,8.736300192,38,Great value for money.,24091.01571663148,2,0,1
PROP053627,WHITEFIELD,Project_126,RMZ,8482.0,5BHK+,11.9289135,Primary,NRI,2024-12-31,6.467719559,7.45089185,Launch,Direct,yes,5.274769533,55,Connectivity is poor.,14063.798042914406,4,1,1
PROP053628,RAJAJINAGAR,Project_127,Tata Housing,8864.0,4BHK,12.59222028,Primary,NRI,2024-12-31,5.08517495,8.805909948,Ready to move,Online,no,7.432721078,19,Excellent location!,14206.024684115524,4,1,1
PROP053629,WHITEFIELD,Project_128,Embassy,5996.5,3BHK,12.02460064,Secondary,Other,2023-06-30,4.923355663,8.757965079,Ready to move,NRI Desk,yes,8.817460246,74,Too far from my office.,20052.698474109897,2,0,1
PROP053630,MG ROAD,Project_129,SNN Raj,3172.0,3BHK,11.08713957,Primary,Other,2024-09-30,6.043542375,8.543887475,Launch,NRI Desk,no,9.461388815,94,Too far from my office.,34953.1512295082,3,1,1
PROP053631,INDIRANAGAR,Project_130,Tata Housing,6367.0,5BHK+,15.45903306,Secondary,CXO,2024-12-31,7.307499737,5.451371405,Under construction,Direct,no,9.540418534,54,Connectivity is poor.,24279.932558504788,4,0,1
PROP053632,MG ROAD,Project_131,Brigade,5042.0,5BHK+,9.484210242,Secondary,Startup Founder,2023-06-30,4.56780046,9.455399914,Ready to move,Online,no,6.053961946,55,Will buy after possession.,18810.413014676717,2,0,1
PROP053633,HENNUR ROAD,Project_132,SNN Raj,7072.0,5BHK+,10.82231954,Secondary,Other,2024-12-31,5.395986184,5.235333807,Under construction,Direct,no,9.481500765,107,Excellent location!,15303.053648190045,4,0,1
PROP053634,JP NAGAR,Project_133,Embassy,7059.0,3BHK,10.20698502,Primary,HNI,2024-09-30,6.427102689,8.72351929,Ready to move,Online,no,6.336766642,41,Loved the amenities!,14459.533956651083,3,1,1
PROP053635,JAYANAGAR,Project_134,Total Environment,3082.0,5BHK+,13.44295955,Secondary,NRI,2025-03-31,5.586077358,6.690263849,Under construction,Online,no,7.57753013,102,Great value for money.,43617.64941596366,1,0,1
PROP053636,DOMLUR,Project_135,Puravankara,7258.0,5BHK+,18.26109217,Primary,Other,2023-12-31,7.683074987,8.541226962,Under construction,NRI Desk,yes,8.747827557,97,data_not_given,25159.950633783414,4,1,1
PROP053637,RAJAJINAGAR,Project_136,Tata Housing,5074.0,5BHK+,12.719069067561703,Secondary,NRI,2024-09-30,5.131294223,9.811887662,Under construction,Direct,no,9.070855573,83,Great value for money.,25067.144398032524,3,0,1
PROP053638,MG ROAD,Project_137,RMZ,5259.0,4BHK,7.843664642,Secondary,Startup Founder,2024-09-30,7.229373119,6.205020535,Ready to move,Broker,yes,8.34437833,76,data_not_given,14914.74546872029,3,0,1
PROP053639,BELLARY ROAD,Project_138,Prestige,5644.0,5BHK+,7.980732138,Secondary,Other,2024-03-31,4.762004589,8.575527475,Under construction,Online,no,6.34061783,59,Will buy after possession.,14140.205772501771,1,0,1
PROP053640,JP NAGAR,Project_139,L&T Realty,6631.0,5BHK+,10.87,Secondary,Other,2023-09-30,5.06107961,7.966747458,Under construction,Direct,yes,8.189917996,59,Connectivity is poor.,16392.70095008294,3,0,1
PROP053641,HEBBAL,Project_140,RMZ,4407.0,4BHK,16.11957961,Secondary,HNI,2023-12-31,6.28619335,5.097906337,Ready to move,Broker,yes,7.852541251,20,data_not_given,36577.21717721806,4,0,1
PROP053642,SARJAPUR ROAD,Project_141,SNN Raj,8810.0,3BHK,13.82023216,Primary,Other,2023-09-30,6.224401112,9.174433415,Under construction,Online,yes,5.266801086,53,Will buy after possession.,15686.983155505108,3,1,1
PROP053643,KANAKAPURA ROAD,Project_142,Puravankara,5996.5,3BHK,12.2584998,Secondary,CXO,2023-12-31,5.439865566,5.629022792,Ready to move,NRI Desk,yes,8.780408559,91,Connectivity is poor.,20442.75794213291,4,0,1
PROP053644,DOMLUR,Project_143,Prestige,6990.0,4BHK,12.79609602,Secondary,Other,2025-03-31,9.119748836,7.171835685,Launch,NRI Desk,no,8.374677985,70,Too far from my office.,18306.289012875535,1,0,1
PROP053645,SARJAPUR ROAD,Project_144,Embassy,4645.0,3BHK,17.64607553,Primary,Other,2025-03-31,6.27540559,7.985457176,Ready to move,Broker,no,5.924969765,85,data_not_given,37989.39834230355,1,1,1
PROP053646,BELLARY ROAD,Project_145,L&T Realty,3113.0,4BHK,13.41,Primary,CXO,2024-03-31,8.942171642,7.332454205,Ready to move,NRI Desk,yes,6.061639383,74,Connectivity is poor.,43077.41728236428,1,1,1
PROP053647,RAJAJINAGAR,Project_146,Embassy,6010.0,5BHK+,13.76310312,Secondary,Startup Founder,2024-03-31,4.688726035,5.091859553,Under construction,NRI Desk,no,6.132906389,61,data_not_given,22900.337970049914,1,0,1
PROP053648,WHITEFIELD,Project_147,RMZ,8949.0,5BHK+,14.7083669,Primary,CXO,2023-12-31,8.091033771,7.47651727,Launch,NRI Desk,yes,6.91837449,42,Too far from my office.,16435.765895630797,4,1,1
PROP053649,JAYANAGAR,Project_148,SNN Raj,6864.0,4BHK,10.77313838,Secondary,CXO,2024-06-30,5.826596437,7.00122972,Ready to move,Direct,no,8.247201256,51,Excellent location!,15695.131672494173,2,0,1
PROP053650,YELAHANKA,Project_149,Prestige,8543.0,4BHK,9.87,Secondary,NRI,2025-03-31,8.631413276,8.693439476,Launch,Broker,yes,6.539647528,119,Will buy after possession.,11553.31850637949,1,0,1
PROP053651,INDIRANAGAR,Project_150,L&T Realty,8936.0,5BHK+,10.91,Primary,CXO,2023-09-30,7.113673995,8.296970705,Launch,NRI Desk,yes,5.588053916,103,data_not_given,12209.042076991942,3,1,1
PROP053652,DOMLUR,Project_151,Brigade,5838.0,4BHK,11.24609055,Primary,Startup Founder,2024-12-31,9.378403345,9.593699563,Ready to move,NRI Desk,no,9.719647775,41,data_not_given,19263.601490236382,4,1,1
PROP053653,RAJAJINAGAR,Project_152,Tata Housing,6010.0,5BHK+,13.44075808,Primary,CXO,2024-03-31,8.013144496,5.488137019,Ready to move,Online,yes,8.743648466,20,Will buy after possession.,22363.990149750418,1,1,1
PROP053654,YELAHANKA,Project_153,L&T Realty,5996.5,3BHK,10.61867973,Primary,CXO,2024-12-31,5.612357313,6.922750712,Ready to move,NRI Desk,yes,5.037718661,61,Underpriced for location.,17708.12929208705,4,1,1
PROP053655,SARJAPUR ROAD,Project_154,Godrej,8616.0,5BHK+,10.49665756,Primary,CXO,2024-03-31,7.533055003,7.499766492,Ready to move,NRI Desk,yes,9.321056002,52,Underpriced for location.,12182.750185701021,1,1,1
PROP053656,JAYANAGAR,Project_155,Sobha,3333.0,4BHK,14.03,Secondary,HNI,2024-06-30,6.233846052,8.274845111,Launch,Online,yes,7.881647237,100,Great view from 15th floor.,42094.2094209421,2,0,1
PROP053657,WHITEFIELD,Project_156,Sobha,6329.0,5BHK+,11.41391664,Secondary,CXO,2024-03-31,6.010494947,5.779013779,Ready to move,Online,no,6.454532316,45,Too far from my office.,18034.31290883236,1,0,1
PROP053658,KORAMANGALA,Project_157,RMZ,8773.0,4BHK,7.5,Secondary,Startup Founder,2023-06-30,5.918898078,9.709342374,Ready to move,NRI Desk,no,9.21282671,77,data_not_given,8548.957027242677,2,0,1
PROP053659,WHITEFIELD,Project_158,Prestige,4556.0,5BHK+,12.48199826,Primary,Startup Founder,2025-03-31,6.044242499,9.674188802,Ready to move,Direct,no,7.039715212,106,data_not_given,27396.83551360843,1,1,1
PROP053660,HEBBAL,Project_159,L&T Realty,6692.0,4BHK,10.72808309,Primary,Other,2024-09-30,6.22319523,7.046729824,Under construction,NRI Desk,no,7.655706987,29,Connectivity is poor.,16031.206052002392,3,1,1
PROP053661,HENNUR ROAD,Project_160,Puravankara,6839.0,4BHK,15.58826706,Primary,Other,2023-06-30,8.300944923,8.229629595,Launch,NRI Desk,no,5.603918363,109,Great value for money.,22793.196461470976,2,1,1
PROP053662,JAYANAGAR,Project_161,Total Environment,8295.0,3BHK,12.59278617,Primary,CXO,2023-12-31,5.368906362,8.894618727,Ready to move,NRI Desk,no,7.518256911,117,Agent was not responsive.,15181.176817359856,4,1,1
PROP053663,BANNERGHATTA ROAD,Project_162,Godrej,8911.0,3BHK,8.963193191,Secondary,HNI,2023-06-30,5.684426864,6.246133881,Launch,Direct,yes,5.317652655,92,Too far from my office.,10058.571642913254,2,0,1
PROP053664,KANAKAPURA ROAD,Project_163,RMZ,5996.5,3BHK,5.144680894,Secondary,Startup Founder,2023-12-31,4.468495906,6.734273767,Under construction,Online,no,9.602709783,114,Agent was not responsive.,8579.472849162012,4,0,1
PROP053665,YELAHANKA,Project_164,SNN Raj,5996.5,3BHK,4.578032821,Primary,NRI,2023-12-31,8.131322946,8.281095801,Launch,Online,yes,7.832681452,62,Underpriced for location.,7634.5081647627785,4,1,1
PROP053666,MG ROAD,Project_165,Embassy,5535.0,4BHK,11.02826585,Primary,NRI,2024-09-30,8.641167065,8.728531072,Launch,NRI Desk,no,6.532384102,111,Too far from my office.,19924.599548328817,3,1,1
PROP053667,JP NAGAR,Project_166,Prestige,6709.0,4BHK,14.6,Primary,NRI,2023-09-30,7.795929686,7.499766492,Launch,Broker,yes,6.329552146,28,Will buy after possession.,21761.812490684155,3,1,1
PROP053668,BELLARY ROAD,Project_167,Embassy,4800.0,4BHK,12.06,Secondary,NRI,2023-06-30,7.237807686,5.028510128,Ready to move,Broker,no,5.614954508,42,Connectivity is poor.,25125.0,2,0,1
PROP053669,HEBBAL,Project_168,SNN Raj,7501.0,3BHK,9.996917983,Primary,Other,2025-03-31,7.180068411,8.893121292,Launch,Online,yes,7.083023622,44,data_not_given,13327.446984402079,1,1,1
PROP053670,KORAMANGALA,Project_169,SNN Raj,5796.0,4BHK,11.02650227,Secondary,CXO,2024-12-31,8.610568505,5.118699331,Ready to move,Broker,yes,6.80752459,60,Loved the amenities!,19024.331038647342,4,0,1
PROP053671,BANNERGHATTA ROAD,Project_170,L&T Realty,3696.0,5BHK+,12.64398321,Primary,HNI,2024-12-31,6.75660878,7.799763117,Under construction,NRI Desk,yes,6.450777119,73,Great value for money.,34209.91128246753,4,1,1
PROP053672,JAYANAGAR,Project_171,Godrej,4066.0,4BHK,10.0678834,Secondary,CXO,2023-09-30,4.040264541,9.998156624,Under construction,NRI Desk,yes,9.063734105,66,Great value for money.,24761.149532710282,3,0,1
PROP053673,RAJAJINAGAR,Project_172,Tata Housing,8758.0,3BHK,13.26790625,Primary,NRI,2024-09-30,4.170782214,6.87394056,Launch,Online,no,5.932113869,28,Too far from my office.,15149.470484128797,3,1,1
PROP053674,JAYANAGAR,Project_173,Prestige,5414.0,5BHK+,8.48902964,Secondary,HNI,2023-09-30,7.582495606,7.5756598,Under construction,NRI Desk,no,6.501410842,117,data_not_given,15679.773993350575,3,0,1
PROP053675,KANAKAPURA ROAD,Project_174,L&T Realty,5059.0,4BHK,5.963138915,Secondary,CXO,2023-09-30,9.269724223,9.281599147,Under construction,Online,no,9.682342369,100,Excellent location!,11787.188999802333,3,0,1
PROP053676,JAYANAGAR,Project_175,L&T Realty,4625.0,4BHK,18.49973476,Primary,NRI,2023-06-30,4.927845234,6.602752912,Ready to move,NRI Desk,no,9.361947485,28,data_not_given,39999.42650810811,2,1,1
PROP053677,BELLARY ROAD,Project_176,Godrej,3268.0,4BHK,13.0446506,Secondary,CXO,2024-12-31,8.137348032,7.499766492,Launch,Direct,no,9.194741888,45,data_not_given,39916.311505507954,4,0,1
PROP053678,YELAHANKA,Project_177,Puravankara,7440.0,5BHK+,12.719069067561703,Secondary,HNI,2023-06-30,4.960986884,9.151526063,Launch,Broker,yes,5.925753906,49,Connectivity is poor.,17095.522940271105,2,0,1
PROP053679,HENNUR ROAD,Project_178,L&T Realty,7654.0,5BHK+,11.6703075,Secondary,NRI,2025-03-31,8.213556123,7.305304627,Under construction,Online,no,9.500736707,45,Excellent location!,15247.331460674157,1,0,1
PROP053680,BELLARY ROAD,Project_179,L&T Realty,7200.0,3BHK,12.719069067561703,Secondary,Startup Founder,2025-03-31,9.31228063,7.099455569,Ready to move,NRI Desk,yes,5.917724089,93,Great value for money.,17665.373704946807,1,0,1
PROP053681,JAYANAGAR,Project_180,RMZ,6758.0,5BHK+,12.79302597,Secondary,CXO,2024-06-30,5.284140244,5.16870412,Launch,Direct,no,6.964601262,118,Too far from my office.,18930.19527966854,2,0,1
PROP053682,JAYANAGAR,Project_181,Puravankara,5782.0,4BHK,9.48,Secondary,Other,2024-09-30,7.263035931,7.305018155,Ready to move,NRI Desk,yes,8.032313611,61,Loved the amenities!,16395.710826703562,3,0,1
PROP053683,ELECTRONIC CITY,Project_182,Tata Housing,7222.0,4BHK,9.26,Primary,CXO,2023-06-30,6.30379954,8.633453911,Under construction,Broker,yes,8.9363118,116,Great view from 15th floor.,12821.93298255331,2,1,1
PROP053684,BELLARY ROAD,Project_183,SNN Raj,3265.0,5BHK+,16.3,Primary,CXO,2023-09-30,5.498289062,8.848470166,Ready to move,Online,no,9.017728644,63,Will buy after possession.,49923.43032159265,3,1,1
PROP053685,SARJAPUR ROAD,Project_184,L&T Realty,6451.0,5BHK+,10.48,Primary,CXO,2024-12-31,5.287937242,6.748450053,Under construction,Direct,yes,6.596483134,55,Connectivity is poor.,16245.543326616029,4,1,1
PROP053686,KORAMANGALA,Project_185,Sobha,5396.0,3BHK,6.56,Secondary,Other,2025-03-31,7.378038668,7.499766492,Ready to move,Broker,no,5.123703118,81,Loved the amenities!,12157.153446997774,1,0,1
PROP053687,BANNERGHATTA ROAD,Project_186,L&T Realty,6574.0,5BHK+,13.26009108,Secondary,Startup Founder,2023-09-30,8.588326749,6.330068547,Ready to move,Direct,no,6.007120281,76,Connectivity is poor.,20170.506662610285,3,0,1
PROP053688,JP NAGAR,Project_187,RMZ,5008.0,5BHK+,12.36788048,Primary,Other,2025-03-31,5.051066102,6.355124264,Ready to move,Broker,yes,8.804713396,38,Will buy after possession.,24696.24696485623,1,1,1
PROP053689,ELECTRONIC CITY,Project_188,Embassy,3208.0,4BHK,10.05337843,Secondary,Startup Founder,2024-12-31,7.328052654,9.937756733,Ready to move,Online,yes,6.689184602,92,Loved the amenities!,31338.461440149626,4,0,1
PROP053690,KORAMANGALA,Project_189,RMZ,8968.0,4BHK,11.47504365,Primary,Other,2023-09-30,6.584441403,8.257744803,Launch,Direct,yes,6.151413257,24,data_not_given,12795.543766726138,3,1,1
PROP053691,INDIRANAGAR,Project_190,SNN Raj,8147.0,3BHK,13.04671702,Primary,Other,2023-06-30,8.555586519,8.011280727,Launch,NRI Desk,yes,8.077955813,23,Excellent location!,16014.136516509145,2,1,1
PROP053692,BANNERGHATTA ROAD,Project_191,Tata Housing,5158.0,3BHK,12.719069067561703,Secondary,Startup Founder,2023-12-31,4.351731218,7.712823597,Ready to move,Online,yes,5.275254513,74,Agent was not responsive.,24658.91637759151,4,0,1
PROP053693,BANNERGHATTA ROAD,Project_192,L&T Realty,8314.0,5BHK+,13.41413261,Primary,HNI,2023-06-30,9.257399898,6.935154246,Under construction,NRI Desk,no,5.306405945,115,data_not_given,16134.390918931922,2,1,1
PROP053694,YELAHANKA,Project_193,Embassy,5497.0,4BHK,8.561990856,Secondary,Startup Founder,2023-09-30,6.021186749,8.509022749,Ready to move,Direct,yes,5.0456508,96,Loved the amenities!,15575.751966527198,3,0,1
PROP053695,BELLARY ROAD,Project_194,Prestige,5471.0,4BHK,7.469939833,Primary,Other,2023-12-31,9.549343397,7.499766492,Launch,NRI Desk,yes,6.185899416,91,data_not_given,13653.701029062328,4,1,1
PROP053696,INDIRANAGAR,Project_195,Prestige,7210.0,5BHK+,11.88,Primary,Startup Founder,2023-09-30,6.656226672,6.325340508,Ready to move,Direct,no,6.32522112,16,Underpriced for location.,16477.11511789182,3,1,1
PROP053697,BELLARY ROAD,Project_196,SNN Raj,8926.0,5BHK+,9.26,Primary,HNI,2024-12-31,7.146816925,9.789319901,Ready to move,Broker,yes,5.540177276,99,Connectivity is poor.,10374.18776607663,4,1,1
PROP053698,SARJAPUR ROAD,Project_197,Puravankara,4974.0,3BHK,6.878268895,Secondary,Startup Founder,2024-12-31,9.801862855,6.364792995,Ready to move,Direct,no,7.769758044,25,data_not_given,13828.445707679935,4,0,1
PROP053699,HEBBAL,Project_198,Prestige,5996.5,3BHK,11.24,Secondary,NRI,2024-09-30,4.015787646,5.981505424,Ready to move,Online,yes,8.283271002,103,Will buy after possession.,18744.267489368798,3,0,1
PROP053700,MG ROAD,Project_199,Total Environment,7668.0,3BHK,12.7413412,Primary,CXO,2024-03-31,6.570137856,6.172250713,Under construction,NRI Desk,yes,6.407443969,91,Great view from 15th floor.,16616.250912884716,1,1,1
PROP053701,KANAKAPURA ROAD,Project_200,Puravankara,5546.0,3BHK,15.05748815,Secondary,NRI,2023-09-30,8.072441939,9.179734303,Launch,NRI Desk,no,8.488200183,118,data_not_given,27150.17697439596,3,0,1
PROP053702,JP NAGAR,Project_201,Prestige,7327.0,5BHK+,12.46034257,Primary,CXO,2024-09-30,4.554915571,8.661594544,Launch,NRI Desk,no,7.955807491,67,Great value for money.,17006.063286474684,3,1,1
PROP053703,KANAKAPURA ROAD,Project_202,Prestige,5081.0,4BHK,12.719069067561703,Primary,HNI,2024-12-31,5.14738424,6.615188847,Ready to move,Broker,yes,5.267813032,62,Connectivity is poor.,25032.609855464874,4,1,1
PROP053704,SARJAPUR ROAD,Project_203,Tata Housing,4435.0,5BHK+,12.719069067561703,Primary,NRI,2024-06-30,7.499575402,9.047266817,Ready to move,Online,no,5.204817866,81,data_not_given,28678.8479539159,2,1,1
PROP053705,YELAHANKA,Project_204,Tata Housing,4037.0,5BHK+,11.01049553,Primary,CXO,2023-09-30,8.359518746,6.558905986,Launch,Direct,no,5.570224298,64,Underpriced for location.,27273.9547436215,3,1,1
PROP053706,DOMLUR,Project_205,Tata Housing,3662.0,5BHK+,12.719069067561703,Secondary,HNI,2023-06-30,5.372266499,8.005512086,Launch,Broker,no,8.664301564,109,data_not_given,34732.57528007019,2,0,1
PROP053707,JP NAGAR,Project_206,RMZ,4426.0,4BHK,13.90232754,Primary,Other,2024-12-31,4.068888292,7.050264935,Under construction,NRI Desk,yes,8.961756994,27,Agent was not responsive.,31410.590917306825,4,1,1
PROP053708,HENNUR ROAD,Project_207,Total Environment,7123.0,3BHK,12.719069067561703,Secondary,Other,2024-12-31,5.173695867,6.894780916,Launch,Online,no,8.282498084,39,Great value for money.,17856.33731231462,4,0,1
PROP053709,HENNUR ROAD,Project_208,Total Environment,7769.0,4BHK,10.09680878,Secondary,CXO,2025-03-31,9.842229232,9.335405298,Launch,Direct,no,9.448254774,44,data_not_given,12996.278517183679,1,0,1
PROP053710,MG ROAD,Project_209,Prestige,4469.0,4BHK,12.719069067561703,Primary,Startup Founder,2024-09-30,7.428699158,6.264567298,Under construction,Online,yes,7.959458246,72,data_not_given,28460.660254109873,3,1,1
PROP053711,BELLARY ROAD,Project_210,Embassy,5417.0,4BHK,8.25,Secondary,HNI,2024-06-30,6.051370594,9.808270622,Under construction,Direct,no,8.280291816,40,Too far from my office.,15229.832010337825,2,0,1
PROP053712,JP NAGAR,Project_211,Tata Housing,3996.0,5BHK+,9.69987613,Primary,NRI,2024-06-30,5.084591608,6.8349047,Under construction,NRI Desk,no,5.489747006,118,Connectivity is poor.,24273.964289289288,2,1,1
PROP053713,SARJAPUR ROAD,Project_212,L&T Realty,6010.0,5BHK+,11.03267009,Secondary,Startup Founder,2023-09-30,7.93532874,6.614880544,Launch,Direct,no,8.046724263,62,Excellent location!,18357.188169717137,3,0,1
PROP053714,HEBBAL,Project_213,Godrej,6710.0,5BHK+,10.421401,Secondary,NRI,2024-03-31,8.597718396,8.127343083,Ready to move,Broker,yes,9.392454448,103,Agent was not responsive.,15531.149031296573,1,0,1
PROP053715,RAJAJINAGAR,Project_214,Tata Housing,3958.0,5BHK+,13.5183406,Secondary,Other,2024-03-31,8.955147945,5.768303849,Ready to move,NRI Desk,no,7.544982489,104,Great view from 15th floor.,34154.47347145023,1,0,1
PROP053716,JAYANAGAR,Project_215,RMZ,6870.0,3BHK,9.763563951,Secondary,NRI,2025-03-31,5.59058144,8.693388966,Launch,NRI Desk,yes,9.845791343,15,Will buy after possession.,14211.883480349346,1,0,1
PROP053717,WHITEFIELD,Project_216,Puravankara,7064.0,5BHK+,15.42964944,Primary,Startup Founder,2024-03-31,8.509217745,7.440084807,Under construction,Direct,no,9.931190496,58,Connectivity is poor.,21842.652095130237,1,1,1
PROP053718,WHITEFIELD,Project_217,Total Environment,4847.0,5BHK+,12.4056508,Secondary,Other,2024-06-30,9.847060251,5.336945136,Launch,Online,no,6.626251578,32,Great view from 15th floor.,25594.493088508356,2,0,1
PROP053719,KANAKAPURA ROAD,Project_218,Sobha,3109.0,3BHK,14.77241311,Primary,HNI,2025-03-31,5.438562304,5.332838737,Under construction,Direct,no,9.379782161,111,Too far from my office.,47514.99874557735,1,1,1
PROP053720,JAYANAGAR,Project_219,Brigade,8694.0,3BHK,15.83500491,Primary,NRI,2025-03-31,6.576130875,5.460732482,Launch,Broker,yes,8.029397367,43,Great view from 15th floor.,18213.71625258799,1,1,1
PROP053721,RAJAJINAGAR,Project_220,Sobha,5539.0,4BHK,8.736139642,Primary,HNI,2024-12-31,8.770852212,9.866313166,Launch,Direct,yes,8.449289663,53,Great view from 15th floor.,15772.052070770898,4,1,1
PROP053722,ELECTRONIC CITY,Project_221,Total Environment,4433.0,3BHK,13.30775897,Primary,HNI,2024-06-30,9.849024231,6.955407792,Launch,Broker,yes,7.364660698,47,Great view from 15th floor.,30019.758560794045,2,1,1
PROP053723,BELLARY ROAD,Project_222,Tata Housing,4817.0,4BHK,14.74756886,Primary,HNI,2025-03-31,6.718826458,6.904430614,Under construction,NRI Desk,yes,5.991171276,112,Too far from my office.,30615.671289184138,1,1,1
PROP053724,DOMLUR,Project_223,Sobha,6626.0,5BHK+,17.64,Primary,HNI,2023-12-31,5.88874614,7.714915798,Under construction,NRI Desk,yes,7.266160308,79,Connectivity is poor.,26622.396619378207,4,1,1
PROP053725,HENNUR ROAD,Project_224,Puravankara,8636.0,5BHK+,14.96084771,Primary,Other,2024-09-30,4.608799568,9.278678598,Launch,Broker,yes,6.244203237,44,Will buy after possession.,17323.816245947197,3,1,1
PROP053726,KANAKAPURA ROAD,Project_225,Prestige,3545.0,3BHK,11.24,Primary,NRI,2024-09-30,9.983411043,9.769585821,Under construction,Online,no,5.625006712,87,Loved the amenities!,31706.62905500705,3,1,1
PROP053727,BELLARY ROAD,Project_226,Total Environment,6007.0,4BHK,10.67,Secondary,Startup Founder,2023-12-31,4.22180144,8.166971674,Launch,Online,yes,8.540323758,81,data_not_given,17762.610287997337,4,0,1
PROP053728,JP NAGAR,Project_227,Godrej,5547.0,4BHK,16.90836141,Primary,NRI,2023-12-31,8.444113846,6.968769504,Launch,Broker,no,9.220771229,103,Great value for money.,30481.992806922666,4,1,1
PROP053729,HENNUR ROAD,Project_228,Prestige,8479.0,5BHK+,11.49913,Secondary,Other,2024-06-30,4.016071476,5.106747214,Ready to move,NRI Desk,no,8.524849664,95,data_not_given,13561.894091284348,2,0,1
PROP053730,INDIRANAGAR,Project_229,Puravankara,5591.0,4BHK,12.93584929,Secondary,HNI,2024-09-30,8.993237074,7.349394258,Launch,Direct,no,7.840934831,119,Too far from my office.,23136.91520300483,3,0,1
PROP053731,KORAMANGALA,Project_230,L&T Realty,5948.0,5BHK+,60.0,Secondary,Other,2024-09-30,8.831687091,8.172946631,Ready to move,NRI Desk,yes,9.029859435,100,Underpriced for location.,100874.24344317417,3,0,1
PROP053732,WHITEFIELD,Project_231,Puravankara,8705.0,5BHK+,9.632428636,Primary,Other,2024-12-31,6.557005385,7.175371038,Launch,Online,no,9.25255436,18,Excellent location!,11065.39762894888,4,1,1
PROP053733,KANAKAPURA ROAD,Project_232,Total Environment,5996.5,3BHK,16.2204756,Secondary,Startup Founder,2024-09-30,4.50517762,6.770779065,Launch,Direct,yes,9.532700512,55,Agent was not responsive.,27049.905111314933,3,0,1
PROP053734,WHITEFIELD,Project_233,L&T Realty,3177.0,4BHK,12.719069067561703,Secondary,CXO,2023-06-30,7.388537284,8.255541298,Under construction,NRI Desk,yes,7.834676409,65,Loved the amenities!,40034.841257669825,2,0,1
PROP053735,SARJAPUR ROAD,Project_234,Tata Housing,7569.0,3BHK,12.81447705,Primary,Other,2024-06-30,6.323240545,6.739163975,Under construction,Online,no,8.222979022,16,Will buy after possession.,16930.211454617518,2,1,1
PROP053736,DOMLUR,Project_235,SNN Raj,4600.0,4BHK,15.13087655,Secondary,HNI,2023-12-31,6.536821807,9.869948802,Launch,Broker,no,7.459182363,38,data_not_given,32893.209891304345,4,0,1
PROP053737,DOMLUR,Project_236,SNN Raj,5522.0,5BHK+,10.59370819,Primary,HNI,2025-03-31,5.727422227,6.032353987,Under construction,Online,no,9.087854502,61,Agent was not responsive.,19184.549420499818,1,1,1
PROP053738,INDIRANAGAR,Project_237,Puravankara,6010.0,5BHK+,11.11906556,Primary,Other,2023-12-31,4.737949723,6.679521163,Ready to move,Broker,no,6.269012758,88,Loved the amenities!,18500.941031613977,4,1,1
PROP053739,YELAHANKA,Project_238,Godrej,6372.0,3BHK,12.57636412,Secondary,NRI,2024-09-30,9.182919292,9.166464317,Ready to move,Broker,yes,5.851947436,99,data_not_given,19736.917953546767,3,0,1
PROP053740,DOMLUR,Project_239,Brigade,5303.0,5BHK+,11.51828198,Secondary,NRI,2023-12-31,7.995141323,5.992125124,Ready to move,Direct,yes,6.132777016,61,Connectivity is poor.,21720.31299264567,4,0,1
PROP053741,JP NAGAR,Project_240,Total Environment,6219.0,5BHK+,9.697219663,Primary,CXO,2024-12-31,9.387396391,5.79603135,Ready to move,Direct,yes,6.950432709,92,Underpriced for location.,15592.892206142466,4,1,1
PROP053742,SARJAPUR ROAD,Project_241,RMZ,5552.0,5BHK+,17.13,Secondary,Other,2023-06-30,5.161777639,7.911824094,Ready to move,Online,yes,9.574647084,28,Great view from 15th floor.,30853.746397694526,2,0,1
PROP053743,ELECTRONIC CITY,Project_242,RMZ,7025.0,3BHK,13.67400208,Primary,Startup Founder,2024-03-31,6.923645836,6.758582457,Ready to move,Online,no,8.756660023,103,data_not_given,19464.77164412811,1,1,1
PROP053744,BANNERGHATTA ROAD,Project_243,Total Environment,7813.0,3BHK,10.73235043,Secondary,HNI,2025-03-31,9.642088607,5.893946885,Under construction,Broker,yes,7.245078256,88,Excellent location!,13736.529412517599,1,0,1
PROP053745,BANNERGHATTA ROAD,Project_244,Total Environment,6007.0,4BHK,11.11,Primary,NRI,2024-09-30,5.158584487,9.921936731,Launch,Direct,yes,7.800935771,23,data_not_given,18495.089062760115,3,1,1
PROP053746,HEBBAL,Project_245,Embassy,7348.0,5BHK+,10.34720746,Secondary,Other,2025-03-31,4.81066624,9.165279979,Ready to move,Online,yes,7.909007116,65,data_not_given,14081.66502449646,1,0,1
PROP053747,KANAKAPURA ROAD,Project_246,Godrej,7407.0,3BHK,13.99,Primary,CXO,2024-09-30,6.73253004,9.282629196,Under construction,Direct,no,5.311337772,50,Connectivity is poor.,18887.538814634805,3,1,1
